

Time. min A260nm A300nm	A315nm	A370nm	F260nm	F300nm	F315nm	F370nm

0.0026		0	1.325	0.211	0.1055	0	1.06	0.0211	0.005275
0.50705		0	1.337	0.234	0.117	0	1.0696	0.0234	0.00585
1.011616667		0	1.29	0.208	0.104	0	1.032	0.0208	0.0052
1.514183333		2.453	1.266	0.2	0.1	0.7359	1.0128	0.02	0.005
2.01875		2.35	1.248	0.203	0.1015	0.705	0.9984	0.0203	0.005075
2.519516667		2.286	1.253	0.211	0.1055	0.6858	1.0024	0.0211	0.005275
3.02025		1.84	1.233	0.201	0.1005	0.552	0.9864	0.0201	0.005025
3.524816667		1.551	1.202	0.19	0.095	0.4653	0.9616	0.019	0.00475
4.025566667		1.497	1.202	0.19	0.095	0.4491	0.9616	0.019	0.00475
4.528233333		1.476	1.181	0.192	0.096	0.4428	0.9448	0.0192	0.0048
5.0328		1.398	1.15	0.181	0.0905	0.4194	0.92	0.0181	0.004525
5.533583333		1.364	1.119	0.176	0.088	0.4092	0.8952	0.0176	0.0044
6.03815		1.318	1.114	0.177	0.0885	0.3954	0.8912	0.0177	0.004425
6.5408		1.306	1.085	0.168	0.084	0.3918	0.868	0.0168	0.0042
7.045383333		1.286	1.077	0.164	0.082	0.3858	0.8616	0.0164	0.0041
7.548033333		1.284	1.065	0.165	0.0825	0.3852	0.852	0.0165	0.004125
8.050683333		0.662	0.569	0.087	0.0435	0.1986	0.4552	0.0087	0.002175
8.551466667		3.085	1.287	0.2	0.1	0.9255	1.0296	0.02	0.005
9.056033333		0	1.353	0.211	0.1055	0	1.0824	0.0211	0.005275
9.5587		2.851	1.252	0.195	0.0975	0.8553	1.0016	0.0195	0.004875
10.05945		1.5	1.19	0.188	0.094	0.45	0.952	0.0188	0.0047
10.564		1.406	1.165	0.183	0.0915	0.4218	0.932	0.0183	0.004575
11.06665		1.401	1.142	0.182	0.091	0.4203	0.9136	0.0182	0.00455
11.57121667		1.394	1.133	0.18	0.09	0.4182	0.9064	0.018	0.0045
12.07388333		1.379	1.128	0.179	0.0895	0.4137	0.9024	0.0179	0.004475
12.57655		1.365	1.123	0.174	0.087	0.4095	0.8984	0.0174	0.00435
13.07728333		1.329	1.082	0.174	0.087	0.3987	0.8656	0.0174	0.00435
13.57993333		0.744	0.615	0.096	0.048	0.2232	0.492	0.0096	0.0024
14.0826		0.678	0.559	0.084	0.042	0.2034	0.4472	0.0084	0.0021
14.58335		0.656	0.538	0.084	0.042	0.1968	0.4304	0.0084	0.0021
15.0841		0.644	0.534	0.082	0.041	0.1932	0.4272	0.0082	0.00205
15.58866667		0.634	0.522	0.079	0.0395	0.1902	0.4176	0.0079	0.001975
16.08941667		0.628	0.518	0.081	0.0405	0.1884	0.4144	0.0081	0.002025
16.59306667		0.625	0.521	0.08	0.04	0.1875	0.4168	0.008	0.002
17.09855		0.624	0.519	0.077	0.0385	0.1872	0.4152	0.0077	0.001925
17.60121667		0.618	0.519	0.079	0.0395	0.1854	0.4152	0.0079	0.001975
18.10385		0.621	0.513	0.077	0.0385	0.1863	0.4104	0.0077	0.001925
18.6046		0.618	0.511	0.077	0.0385	0.1854	0.4088	0.0077	0.001925
19.10726667		0.614	0.51	0.077	0.0385	0.1842	0.408	0.0077	0.001925
19.60993333		0.615	0.507	0.076	0.038	0.1845	0.4056	0.0076	0.0019
20.11066667		0.607	0.509	0.076	0.038	0.1821	0.4072	0.0076	0.0019
20.61525		0.611	0.507	0.077	0.0385	0.1833	0.4056	0.0077	0.001925
21.11983333		0.607	0.504	0.077	0.0385	0.1821	0.4032	0.0077	0.001925
21.6244		0.614	0.503	0.077	0.0385	0.1842	0.4024	0.0077	0.001925
22.12705		0.603	0.5	0.076	0.038	0.1809	0.4	0.0076	0.0019
22.63163333		0.605	0.496	0.076	0.038	0.1815	0.3968	0.0076	0.0019
23.1362		0.605	0.501	0.074	0.037	0.1815	0.4008	0.0074	0.00185
23.64078333		0.602	0.496	0.074	0.037	0.1806	0.3968	0.0074	0.00185
24.14153333		0.607	0.494	0.076	0.038	0.1821	0.3952	0.0076	0.0019
24.64218333		0.615	0.509	0.077	0.0385	0.1845	0.4072	0.0077	0.001925
25.14291667		0.924	0.768	0.116	0.058	0.2772	0.6144	0.0116	0.0029
25.6456		1.109	0.911	0.143	0.0715	0.3327	0.7288	0.0143	0.003575
26.14636667		1.165	0.976	0.15	0.075	0.3495	0.7808	0.015	0.00375
26.64903333		1.187	0.978	0.154	0.077	0.3561	0.7824	0.0154	0.00385
27.15356667		1.2	0.981	0.152	0.076	0.36	0.7848	0.0152	0.0038
27.65433333		1.185	0.976	0.153	0.0765	0.3555	0.7808	0.0153	0.003825
28.15696667		1.189	0.98	0.151	0.0755	0.3567	0.784	0.0151	0.003775
28.65961667		1.188	0.976	0.152	0.076	0.3564	0.7808	0.0152	0.0038
29.16413333		1.175	0.96	0.15	0.075	0.3525	0.768	0.015	0.00375
29.66866667		1.171	0.969	0.148	0.074	0.3513	0.7752	0.0148	0.0037
30.16938333		1.178	0.962	0.15	0.075	0.3534	0.7696	0.015	0.00375
30.67396667		1.16	0.957	0.148	0.074	0.348	0.7656	0.0148	0.0037
31.17471667		1.167	0.954	0.149	0.0745	0.3501	0.7632	0.0149	0.003725
31.67736667		1.15	0.955	0.146	0.073	0.345	0.764	0.0146	0.00365
32.1781		1.157	0.95	0.147	0.0735	0.3471	0.76	0.0147	0.003675
32.68076667		1.154	0.939	0.147	0.0735	0.3462	0.7512	0.0147	0.003675
33.18341667		1.153	0.951	0.147	0.0735	0.3459	0.7608	0.0147	0.003675
33.68416667		1.122	0.912	0.142	0.071	0.3366	0.7296	0.0142	0.00355
34.18493333		0.597	0.495	0.072	0.036	0.1791	0.396	0.0072	0.0018
34.68568333		1.393	1.158	0.176	0.088	0.4179	0.9264	0.0176	0.0044
35.18833333		1.359	1.118	0.17	0.085	0.4077	0.8944	0.017	0.00425
35.69098333		1.235	1.013	0.154	0.077	0.3705	0.8104	0.0154	0.00385
36.19171667		1.152	0.946	0.148	0.074	0.3456	0.7568	0.0148	0.0037
36.69246667		1.15	0.936	0.144	0.072	0.345	0.7488	0.0144	0.0036
37.19511667		1.122	0.919	0.142	0.071	0.3366	0.7352	0.0142	0.00355
37.69586667		1.135	0.921	0.144	0.072	0.3405	0.7368	0.0144	0.0036
38.19851667		1.123	0.915	0.142	0.071	0.3369	0.732	0.0142	0.00355
38.70116667		1.111	0.907	0.144	0.072	0.3333	0.7256	0.0144	0.0036
39.20191667		1.107	0.903	0.142	0.071	0.3321	0.7224	0.0142	0.00355
39.70265		1.112	0.9	0.14	0.07	0.3336	0.72	0.014	0.0035
40.20528333		1.112	0.903	0.141	0.0705	0.3336	0.7224	0.0141	0.003525
40.70603333		1.108	0.899	0.14	0.07	0.3324	0.7192	0.014	0.0035
41.2068		1.1	0.898	0.141	0.0705	0.33	0.7184	0.0141	0.003525
41.70755		1.098	0.893	0.138	0.069	0.3294	0.7144	0.0138	0.00345
42.2083		1.097	0.889	0.137	0.0685	0.3291	0.7112	0.0137	0.003425
42.71285		1.091	0.882	0.136	0.068	0.3273	0.7056	0.0136	0.0034
43.21551667		1.085	0.882	0.136	0.068	0.3255	0.7056	0.0136	0.0034
